,created,text,fav_count,retw_count,source,index
0,2021-11-25 12:44:24,"Tra i 27 migranti annegati nella Manica, al largo di Calais, c'erano anche tre bambini e 7 donne, di cui una era in… https://t.co/caqbcl4VAr",33,9,agenzia_ansa,0
1,2021-11-24 17:17:04,"Sono 27, secondo fonti citate dalla tv BFM, i morti nel naufragio di un'imbarcazione di migranti al largo di Calais… https://t.co/ogDwAN9G5h",28,11,agenzia_ansa,0
2,2021-11-26 10:35:23,"Il presidente bielorusso ai migranti: ""Non c'è modo di trattenervi, mettervi sugli aerei e mandarvi a casa se non v… https://t.co/dV6fvrpgFB",7,3,rainews,0
3,2021-11-25 15:42:42,"Almeno 27 vittime nel naufragio di #migranti #Calais 
https://t.co/k6XgtoLkyt",12,13,rainews,0
4,2021-11-24 18:16:39,L'imbarcazione sulla quale si trovavano i migranti era partita con l'intenzione di raggiungere la Gran Bretagna ma… https://t.co/d6J2FvoRhk,8,4,rainews,0
5,2021-11-26 09:05:00,Sea Watch autorizzata a ripararsi nel porto di Augusta con 461 migranti a bordo  #Migranti https://t.co/AOQAKTVYJ7 https://t.co/hDEn1CLhxg,29,4,mediasettgcom24,0
6,2021-11-26 07:38:00,"Migranti, ministro francese annulla l'incontro con l'omologo britannico  #Migranti https://t.co/JS7HV6bXY1 https://t.co/brVDxyVUuO",5,1,mediasettgcom24,0
7,2021-11-25 21:35:01,"Gb, premier Johnson: la Francia si riprenda i migranti della Manica  #manica https://t.co/PxlYp6veWj https://t.co/2pIdMHTJwX",20,7,mediasettgcom24,0
8,2021-11-25 15:10:14,"Alarm Phone: ""Barcone con 430 migranti a rischio naufragio, morti a bordo""  #Migranti https://t.co/lLckbQAv2D https://t.co/r9geD8M07M",13,1,mediasettgcom24,0
9,2021-11-25 08:24:08,"Strage dei migranti nella Manica, Londra: ""Parigi fermi le partenze"" | Macron: ""Il mare non diventi un cimitero""… https://t.co/b0Tdxuy8oo",6,2,mediasettgcom24,0
10,2021-11-24 23:37:48,"Migranti, Johnson e Macron: ""Fermare i viaggi della morte""  #granbretagna https://t.co/hdQsKLjAnm https://t.co/PyA6Xn5A2y",9,2,mediasettgcom24,0
11,2021-11-24 16:28:51,"Migranti, naufragio nel canale della Manica: almeno 27 vittime  #manica https://t.co/ncCZPFtzWS https://t.co/zq8kOr9qjx",7,1,mediasettgcom24,0
12,2021-11-24 22:00:07,"#Migranti, 34 morti in naufragio. #Macron: ""La Manica non diventerà cimitero"". https://t.co/qsWC9dOulr",5,2,adnkronos,0
13,2021-11-26 15:43:57,Migranti: sono milioni i profughi del Sud America che sognano gli Usa. Da quattro anni un fotografo ne racconta tra… https://t.co/aozTvSGIBy,5,0,corriere,0
14,2021-11-25 18:19:58,«Barca con 430 migranti si sta disintegrando in mare: a bordo decine di bambini» https://t.co/1ueBVX1aWR,6,6,corriere,0
15,2021-11-25 18:16:46,«Barca con 430 migranti  si sta disintegrando in mare: a bordo decine di bambini» https://t.co/wfrTQyKsvP https://t.co/EEu7zDfC6N,33,13,corriere,0
